customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7590-005259,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.17,3848.8,No
7590-005260,Female,0,Yes,No,64,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,65.41,4166.3,Yes
7590-005261,Male,0,No,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),72.76,5017.9,No
7590-005262,Male,0,No,No,0,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,73.73,0.0,No
7590-005263,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.32,514.29,No
7590-005264,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,67.52,1746.59,No
7590-005265,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.14,492.84,Yes
7590-005266,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.61,3179.86,No
7590-005267,Male,0,No,Yes,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),85.44,4168.54,No
7590-005268,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.72,1112.92,No
7590-005269,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.18,1475.74,No
7590-005270,Male,1,No,Yes,49,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,61.26,3008.79,No
7590-005271,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.02,489.27,Yes
7590-005272,Male,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),60.15,91.23,No
7590-005273,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.02,1725.87,No
7590-005274,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,79.91,1600.49,No
7590-005275,Female,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.31,822.32,Yes
7590-005276,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),57.57,20.67,Yes
7590-005277,Male,0,Yes,No,69,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,60.43,4194.25,No
7590-005278,Female,0,Yes,No,55,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),61.58,3403.16,No
7590-005279,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.96,209.79,No
7590-005280,Male,0,Yes,Yes,21,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,65.23,1397.58,No
7590-005281,Female,0,Yes,No,57,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),70.66,4036.63,No
7590-005282,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.34,2959.98,No
7590-005283,Male,0,Yes,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,56.01,3123.92,No
7590-005284,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.26,3109.22,No
7590-005285,Male,0,No,Yes,55,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.11,2617.69,Yes
7590-005286,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,68.63,4247.86,No
7590-005287,Female,0,No,No,38,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.59,2655.26,No
7590-005288,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.26,146.27,No
7590-005289,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),71.91,950.28,No
7590-005290,Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),33.95,588.55,No
7590-005291,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),67.43,3612.79,No
7590-005292,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.15,3090.14,No
7590-005293,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.88,1387.42,No
7590-005294,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),65.96,3767.21,No
7590-005295,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.97,699.56,No
7590-005296,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,70.81,4898.72,No
7590-005297,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.28,194.01,No
7590-005298,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.31,551.07,No
7590-005299,Male,0,No,No,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.54,1452.33,No
7590-005300,Female,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,20.94,Yes
7590-005301,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,72.77,1393.67,No
7590-005302,Female,1,No,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,75.11,1301.07,No
7590-005303,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.16,4272.43,No
7590-005304,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,76.84,2694.28,No
7590-005305,Female,0,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.42,2728.3,No
7590-005306,Male,0,No,No,59,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),62.03,3678.48,Yes
7590-005307,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),77.59,2704.78,No
7590-005308,Male,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),88.54,3812.59,Yes
7590-005309,Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,85.02,5695.63,No
7590-005310,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),80.98,5247.3,No
7590-005311,Female,0,Yes,Yes,43,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,68.52,2934.97,No
7590-005312,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),88.87,2521.65,No
7590-005313,Male,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,71.0,3330.12,No
7590-005314,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.45,2116.73,No
7590-005315,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.4,193.06,No
7590-005316,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.01,167.61,No
7590-005317,Female,0,No,Yes,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.9,2643.03,No
7590-005318,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.64,3187.71,No
7590-005319,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),72.45,667.5,No
7590-005320,Female,0,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,148.8,No
7590-005321,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.78,387.81,No
7590-005322,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),75.05,1127.16,No
7590-005323,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.51,5405.84,Yes
7590-005324,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.87,1440.42,No
7590-005325,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,90.57,1805.07,No
7590-005326,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,95.95,5461.77,No
7590-005327,Male,1,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),75.82,3071.25,No
7590-005328,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,76.21,2208.19,No
7590-005329,Male,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.23,104.17,No
7590-005330,Male,0,No,No,9,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,62.24,560.87,No
7590-005331,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.26,740.21,No
7590-005332,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,74.53,4599.82,No
7590-005333,Female,1,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.74,314.05,No
7590-005334,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.38,3968.85,No
7590-005335,Male,1,Yes,No,11,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,48.59,572.24,No
7590-005336,Female,0,Yes,No,63,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,74.21,4669.54,No
7590-005337,Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.87,2534.12,No
7590-005338,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.5,2194.2,No
7590-005339,Female,0,No,Yes,71,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,41.2,2962.11,Yes
7590-005340,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.53,886.17,No
7590-005341,Female,0,Yes,No,62,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,64.83,4017.99,No
7590-005342,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.88,145.81,No
7590-005343,Male,0,No,Yes,31,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,68.92,2106.24,No
7590-005344,Female,0,Yes,No,20,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.96,1370.12,No
7590-005345,Female,0,Yes,Yes,54,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,73.38,3954.63,No
7590-005346,Female,0,No,Yes,17,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.2,1326.35,No
7590-005347,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71.95,3725.3,No
7590-005348,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),83.25,5018.28,No
7590-005349,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.01,4038.64,No
7590-005350,Male,0,No,No,7,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),60.78,427.92,No
7590-005351,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),68.18,732.91,No
7590-005352,Male,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.14,3083.29,No
7590-005353,Male,1,Yes,No,65,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,58.86,3848.7,No
7590-005354,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.89,3458.82,No
7590-005355,Male,0,No,Yes,21,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.38,1657.84,No
7590-005356,Male,0,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),77.02,637.72,Yes
7590-005357,Female,1,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.99,547.03,Yes
7590-005358,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,62.22,747.19,No
7590-005359,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.69,4053.32,No
7590-005360,Male,1,No,Yes,27,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),65.23,1728.66,No
7590-005361,Female,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,76.45,4787.1,No
7590-005362,Male,1,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,4719.76,No
7590-005363,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,76.29,5265.27,No
7590-005364,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),73.37,3971.18,Yes
7590-005365,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.18,2546.82,Yes
7590-005366,Male,0,Yes,Yes,32,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.07,1694.48,No
7590-005367,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.37,1798.91,No
7590-005368,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.6,1779.22,No
7590-005369,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.4,1828.22,Yes
7590-005370,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,78.06,4287.69,No
7590-005371,Female,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),64.07,3962.24,No
7590-005372,Male,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.88,215.01,No
7590-005373,Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.96,873.21,No
7590-005374,Female,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,1022.77,Yes
7590-005375,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,75.4,4576.5,No
7590-005376,Male,0,No,Yes,10,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,74.68,746.9,No
7590-005377,Male,1,No,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,63.92,4223.05,No
7590-005378,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,75.89,2977.39,No
7590-005379,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.68,2341.45,No
7590-005380,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),68.58,3751.14,Yes
7590-005381,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,70.13,3691.22,No
7590-005382,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,49.51,1342.87,No
7590-005383,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.09,2282.46,No
7590-005384,Female,0,No,No,45,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.79,2926.71,Yes
7590-005385,Female,1,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.24,1285.72,No
7590-005386,Male,0,Yes,No,22,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.98,1437.4,No
7590-005387,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.21,1859.88,No
7590-005388,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,76.83,2161.38,Yes
7590-005389,Female,0,Yes,Yes,51,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),54.46,2774.97,No
7590-005390,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.82,3208.06,No
7590-005391,Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.07,0.0,No
7590-005392,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),75.95,4697.53,No
7590-005393,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.8,1006.13,No
7590-005394,Male,0,Yes,No,24,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,58.76,1419.91,No
7590-005395,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,82.62,5052.24,No
7590-005396,Male,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.71,466.8,No
7590-005397,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.74,1972.37,No
7590-005398,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.38,1972.24,No
7590-005399,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,75.82,2498.1,No
7590-005400,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,32.16,1660.94,No
7590-005401,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.79,1893.29,No
7590-005402,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),52.55,2193.59,No
7590-005403,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.48,3344.71,Yes
7590-005404,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61.95,1914.83,No
7590-005405,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,80.26,1762.65,No
7590-005406,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),69.3,1288.38,No
7590-005407,Male,1,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.07,1636.52,Yes
7590-005408,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.46,1952.94,No
7590-005409,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.3,789.76,No
7590-005410,Male,0,Yes,Yes,17,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.92,906.74,No
7590-005411,Female,0,No,No,68,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),59.13,4024.58,No
7590-005412,Male,0,Yes,Yes,11,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.52,747.2,Yes
7590-005413,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.69,622.79,No
7590-005414,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),80.63,2946.04,No
7590-005415,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.67,4022.92,No
7590-005416,Male,0,No,Yes,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,72.09,250.87,No
7590-005417,Female,0,Yes,No,62,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.94,2649.19,No
7590-005418,Female,0,Yes,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.37,470.42,Yes
7590-005419,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.79,1545.82,No
7590-005420,Male,1,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,82.88,553.64,No
7590-005421,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,512.21,Yes
7590-005422,Male,0,Yes,No,48,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.39,2666.46,No
7590-005423,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),78.02,4831.42,No
7590-005424,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,65.91,3840.4,No
7590-005425,Female,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.79,2090.49,Yes
7590-005426,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,81.17,3044.68,No
7590-005427,Female,1,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.75,4135.0,No
7590-005428,Female,0,No,No,70,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.84,4670.37,No
7590-005429,Female,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.53,1523.78,Yes
7590-005430,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,67.67,1487.29,Yes
7590-005431,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.47,2134.77,No
7590-005432,Male,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.81,5121.9,No
7590-005433,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.95,1131.49,No
7590-005434,Male,1,No,Yes,65,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.89,3674.47,No
7590-005435,Male,0,No,Yes,45,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),53.69,2444.01,No
7590-005436,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.3,1140.75,Yes
7590-005437,Male,0,No,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,51.02,747.15,No
